Id,CropName,CropTypeId,YieldCd,CropRemovalFactorNitrogen,CropRemovalFactorP2O5,CropRemovalFactorK2O,NitrogenRecommendationId,NitrogenRecommendationPoundPerAcre,NitrogenRecommendationUpperLimitPoundPerAcre,PreviousCropCode,SortNumber,ManureApplicationHistory,HarvestBushelsPerTon,StaticDataVersionId
55,Potatoes-midseason,5,1,7.34,2.58,10.92,2,142.7486595,160.592242,3,100,0,,5
56,Potatoes-late,5,1,7.34,2.58,10.92,2,160.592242,178.4358244,3,100,0,,5
58,Radish-muck,5,1,3.52,1.28,6.72,2,44.6089561,62.45253854,3,100,0,,5
63,Squash-pumpkins,5,1,4.48,1.74,4.56,2,98.13970342,98.13970342,3,100,0,,5
65,"Squash-zucchini, other",5,1,3.84,1.46,5.28,2,98.13970342,98.13970342,3,100,0,,5
73,Hops (establishment year),5,2,0,0,0,1,75,75,2,100,1,,5
66,Other,6,1,0,0,0,2,0,0,3,10,0,,5
66,Other,6,1,0,0,0,2,0,0,3,10,0,,6
26,Asparagus-establishment year,5,1,9.2,3.1,6.8,2,62.45253854,66.91343415,3,100,0,,6
71,Canola,4,1,77.391,41.848,20.637,4,125,,3,100,0,40,6
70,Rye,4,1,38.105,15.958,13.027,4,92,,3,100,0,35.71428571,6
69,Rye (straw removed),4,1,59.925,29.963,85.002,3,,,3,100,0,35.71428571,6
68,Oats,4,1,38.561,15.989,11.6,4,107,,3,100,0,62.5,6
67,Oats (straw removed),4,1,66.776,25.394,91.229,3,,,3,100,0,62.5,6
25,Barley,4,1,40.502,17.507,13.326,4,111,,3,100,0,41.666667,6
24,Barley (straw removed),4,1,58.009,23.256,55.657,3,,,3,100,0,41.666667,6
23,Spring wheat,4,1,50.123,19.632,14.619,4,84.5,,3,100,0,33.333333,6
22,Spring wheat (straw removed),4,1,70.59,26.732,60.566,3,,,3,100,0,33.333333,6
13,Red clover,2,2,58,18,60,2,0,0,2,100,0,,6
12,Hairy vetch,2,2,61,18,60,2,0,0,2,100,0,,6
11,Crimson clover,2,2,54.8,12.6,74.4,2,0,0,2,100,0,,6
10,Austrian winter pea,2,2,60,20,60,2,0,0,2,100,0,,6
6,Grass or mixed stand (2-3 cuts),1,2,38,13.74,45.6,3,,,2,100,0,,6
14,Annual ryegrass,2,2,35,13.7,45.8,2,20,0,2,100,0,,6
16,Fall rye,2,2,56.8,17.2,74.8,2,35,0,2,100,0,,6
5,Grass or mixed stand (1-2 cuts),1,2,32,13.74,45.6,3,,,2,100,0,,6
1,Alfalfa or legume dominant stand (1 cut),1,2,64,18.32,50.4,1,0,,2,100,0,,6
72,Alfalfa or legume dominant stand (4 cuts),1,2,32,9.2,25.2,1,0,,2,100,2,,6
9,Grass or mixed stand (7 cuts),1,2,64,18.32,48,3,,,2,100,2,,6
8,Grass or mixed stand (5-6 cuts),1,2,58,18.32,48,3,,,2,100,2,,6
3,Alfalfa or legume dominant stand (3 cuts),1,2,64,18.32,50.4,1,0,,2,100,2,,6
7,Grass or mixed stand (4-5 cuts),1,2,48,16.03,45.6,3,,,2,100,1,,6
4,Corn silage,1,2,25,9.16,24,3,,,1,100,1,,6
2,Alfalfa or legume dominant stand (2 cuts),1,2,64,18.32,50.4,1,0,,2,100,1,,6
27,Asparagus-established plantings,5,1,9.2,3.1,6.8,2,98.13970342,107.0614946,3,100,0,,6
74,"Hops (established planting, vines removed)",5,2,160,80,180,2,,,2,100,1,,6
28,"Beans-green, wax",5,1,7.34,2.8,6.78,2,35.68716488,35.68716488,3,100,0,,6
31,Broccoli,5,1,10,2.5,13.8,2,115.9832859,165.0531376,3,100,0,,6
65,"Squash-zucchini, other",5,1,3.84,1.46,5.28,2,98.13970342,98.13970342,3,100,0,,6
64,Tomatoes,5,1,3.06,1.3,6.16,2,62.45253854,160.592242,3,100,0,,6
63,Squash-pumpkins,5,1,4.48,1.74,4.56,2,98.13970342,98.13970342,3,100,0,,6
62,Spinach-mineral,5,1,9.74,2.38,12.72,2,62.45253854,98.13970342,3,100,0,,6
61,Rutabagas and turnip,5,1,3.06,1.3,6.16,2,31.22626927,40.14806049,3,100,0,,6
60,Rhubarb-established plantings,5,1,2.24,0.92,8.64,2,151.6704507,178.4358244,3,100,0,,6
59,Rhubarb-establishment year,5,1,2.24,0.92,8.64,2,71.37432976,71.37432976,3,100,0,,6
58,Radish-muck,5,1,3.52,1.28,6.72,2,44.6089561,62.45253854,3,100,0,,6
57,Pumpkin,5,1,4.82,1.68,6.22,2,98.13970342,98.13970342,3,100,0,,6
56,Potatoes-late,5,1,7.34,2.58,10.92,2,160.592242,178.4358244,3,100,0,,6
55,Potatoes-midseason,5,1,7.34,2.58,10.92,2,142.7486595,160.592242,3,100,0,,6
54,Potatoes-early,5,1,7.34,2.58,10.92,2,120.4441815,120.4441815,3,100,0,,6
53,Pepper,5,1,3.26,1.3,3.86,2,62.45253854,124.9050771,3,100,0,,6
52,Peas,5,1,18.88,5.04,6.24,2,0,13.38268683,3,100,0,,6
49,Onions-dry,5,1,5,2.3,4.5,2,89.2179122,98.13970342,3,100,0,,6
48,Onions-green ,5,1,4,2.3,2.8,2,80.29612098,98.13970342,3,100,0,,6
46,Lettuce-leaf and eastern iceberg,5,1,4.69,1.715,6.4,2,98.13970342,178.4358244,3,100,0,,6
45,Lettuce-head (western iceberg),5,1,4.6,1.8,6.4,2,98.13970342,156.1313464,3,100,0,,6
43,Garlic,5,1,20.48,7.86,12.96,2,98.13970342,98.13970342,3,100,0,,6
40,Cucumber,5,1,2.26,1.08,4.6,2,98.13970342,98.13970342,3,100,0,,6
39,Corn-sweetcorn,5,2,10.34754196,2.413333333,5.78,2,80.29612098,147.2095551,3,100,0,,6
37,Celery-field,5,1,3.815,1.895,11.14,2,62.45253854,62.45253854,3,100,0,,6
36,Cauliflower,5,1,8.0736,2.77548,7.047936,2,115.9832859,165.0531376,3,100,0,,6
35,Carrot,5,1,3.62,1.8,7,2,62.45253854,98.13970342,3,100,0,,6
34,Cabbage-Chinese,5,1,3.5,1.8,5,2,107.0614946,151.6704507,3,100,0,,6
33,Cabbage-regular,5,1,4.2,1.7,5,2,107.0614946,151.6704507,3,100,0,,6
32,Brussels Sprouts,5,1,13.34,3.145315,10.452,2,107.0614946,115.9832859,3,100,0,,6
30,Beets,5,1,11.64,3.56,8.76,2,49.06985171,98.13970342,3,100,0,,6
73,Hops (establishment year),5,2,0,0,0,1,75,75,2,100,1,,6
15,"Cereal (barley, oats, wheat, etc.)",2,2,44,16,40,2,25,0,2,100,0,,6
74,"Hops (established planting, vines removed)",5,2,160,80,180,2,,,2,100,1,,7
26,Asparagus-establishment year,5,1,9.2,3.1,6.8,2,62.45253854,66.91343415,3,100,0,,7
24,Barley (straw removed),4,1,58.009,23.256,55.657,3,,,3,100,0,41.666667,7
67,Oats (straw removed),4,1,66.776,25.394,91.229,3,,,3,100,0,62.5,7
68,Oats,4,1,38.561,15.989,11.6,4,107,,3,100,0,62.5,7
69,Rye (straw removed),4,1,59.925,29.963,85.002,3,,,3,100,0,35.71428571,7
70,Rye,4,1,38.105,15.958,13.027,4,92,,3,100,0,35.71428571,7
35,Carrot,5,1,3.62,1.8,7,2,62.45253854,98.13970342,3,100,0,,7
33,Cabbage-regular,5,1,4.2,1.7,5,2,107.0614946,151.6704507,3,100,0,,7
1,Alfalfa or legume dominant stand (1 cut),1,2,64,18.32,50.4,1,0,,2,100,0,,7
5,Grass or mixed stand (1-2 cuts),1,2,32,13.74,45.6,3,,,2,100,0,,7
3,Alfalfa or legume dominant stand (3 cuts),1,2,64,18.32,50.4,1,0,,2,100,2,,7
46,Lettuce-leaf and eastern iceberg,5,1,4.69,1.715,6.4,2,98.13970342,178.4358244,3,100,2,,7
36,Cauliflower,5,1,8.0736,2.77548,7.047936,2,115.9832859,165.0531376,3,100,2,,7
8,Grass or mixed stand (5-6 cuts),1,2,58,18.32,48,3,,,2,100,2,,7
9,Grass or mixed stand (7 cuts),1,2,64,18.32,48,3,,,2,100,2,,7
72,Alfalfa or legume dominant stand (4 cuts),1,2,32,9.2,25.2,1,0,,2,100,2,,7
57,Pumpkin,5,1,4.82,1.68,6.22,2,98.13970342,98.13970342,3,100,2,,7
6,Grass or mixed stand (2-3 cuts),1,2,38,13.74,45.6,3,,,2,100,2,,7
10,Austrian winter pea,2,2,60,20,60,2,0,0,2,100,2,,7
11,Crimson clover,2,2,54.8,12.6,74.4,2,0,0,2,100,2,,7
12,Hairy vetch,2,2,61,18,60,2,0,0,2,100,2,,7
34,Cabbage-Chinese,5,1,3.5,1.8,5,2,107.0614946,151.6704507,3,100,2,,7
13,Red clover,2,2,58,18,60,2,0,0,2,100,2,,7
15,"Cereal (barley, oats, wheat, etc.)",2,2,44,16,40,2,0,0,2,100,2,,7
16,Fall rye,2,2,56.8,17.2,74.8,2,0,0,2,100,2,,7
22,Spring wheat (straw removed),4,1,70.59,26.732,60.566,3,,,3,100,2,33.333333,7
23,Spring wheat,4,1,50.123,19.632,14.619,4,84.5,,3,100,2,33.333333,7
64,Tomatoes,5,1,3.06,1.3,6.16,2,62.45253854,160.592242,3,100,0,,7
25,Barley,4,1,40.502,17.507,13.326,4,111,,3,100,2,41.666667,7
27,Asparagus-established plantings,5,1,9.2,3.1,6.8,2,98.13970342,107.0614946,3,100,0,,7
61,Rutabagas and turnip,5,1,3.06,1.3,6.16,2,31.22626927,40.14806049,3,100,0,,7
73,Hops (establishment year),5,2,0,0,0,1,75,75,2,100,1,,7
2,Alfalfa or legume dominant stand (2 cuts),1,2,64,18.32,50.4,1,0,,2,100,1,,7
4,Corn silage,1,2,25,9.16,24,3,,,1,100,1,,7
7,Grass or mixed stand (4-5 cuts),1,2,48,16.03,45.6,3,,,2,100,1,,7
28,"Beans-green, wax",5,1,7.34,2.8,6.78,2,35.68716488,35.68716488,3,100,0,,7
30,Beets,5,1,11.64,3.56,8.76,2,49.06985171,98.13970342,3,100,0,,7
31,Broccoli,5,1,10,2.5,13.8,2,115.9832859,165.0531376,3,100,0,,7
32,Brussels Sprouts,5,1,13.34,3.145315,10.452,2,107.0614946,115.9832859,3,100,0,,7
66,Other,6,1,0,0,0,2,0,0,3,10,0,,7
14,Annual ryegrass,2,2,35,13.7,45.8,2,0,0,2,100,0,,7
65,"Squash-zucchini, other",5,1,3.84,1.46,5.28,2,98.13970342,98.13970342,3,100,0,,7
63,Squash-pumpkins,5,1,4.48,1.74,4.56,2,98.13970342,98.13970342,3,100,0,,7
37,Celery-field,5,1,3.815,1.895,11.14,2,62.45253854,62.45253854,3,100,0,,7
39,Corn-sweetcorn,5,2,10.34754196,2.413333333,5.78,2,80.29612098,147.2095551,3,100,0,,7
40,Cucumber,5,1,2.26,1.08,4.6,2,98.13970342,98.13970342,3,100,0,,7
43,Garlic,5,1,20.48,7.86,12.96,2,98.13970342,98.13970342,3,100,0,,7
45,Lettuce-head (western iceberg),5,1,4.6,1.8,6.4,2,98.13970342,156.1313464,3,100,0,,7
48,Onions-green ,5,1,4,2.3,2.8,2,80.29612098,98.13970342,3,100,0,,7
49,Onions-dry,5,1,5,2.3,4.5,2,89.2179122,98.13970342,3,100,0,,7
52,Peas,5,1,18.88,5.04,6.24,2,0,13.38268683,3,100,0,,7
53,Pepper,5,1,3.26,1.3,3.86,2,62.45253854,124.9050771,3,100,0,,7
54,Potatoes-early,5,1,7.34,2.58,10.92,2,120.4441815,120.4441815,3,100,0,,7
55,Potatoes-midseason,5,1,7.34,2.58,10.92,2,142.7486595,160.592242,3,100,0,,7
56,Potatoes-late,5,1,7.34,2.58,10.92,2,160.592242,178.4358244,3,100,0,,7
58,Radish-muck,5,1,3.52,1.28,6.72,2,44.6089561,62.45253854,3,100,0,,7
59,Rhubarb-establishment year,5,1,2.24,0.92,8.64,2,71.37432976,71.37432976,3,100,0,,7
60,Rhubarb-established plantings,5,1,2.24,0.92,8.64,2,151.6704507,178.4358244,3,100,0,,7
62,Spinach-mineral,5,1,9.74,2.38,12.72,2,62.45253854,98.13970342,3,100,0,,7
71,Canola,4,1,77.391,41.848,20.637,4,125,,3,100,2,40,7
7,Grass or mixed stand (4-5 cuts),1,2,48,16.03,45.6,3,,,2,100,1,,8
5,Grass or mixed stand (1-2 cuts),1,2,32,13.74,45.6,3,,,2,100,0,,8
1,Alfalfa or legume dominant stand (1 cut),1,2,64,18.32,50.4,1,0,,2,100,0,,8
33,Cabbage-regular,5,1,4.2,1.7,5,2,107.0614946,151.6704507,3,100,0,,8
35,Carrot,5,1,3.62,1.8,7,2,62.45253854,98.13970342,3,100,0,,8
70,Rye,4,1,38.105,15.958,13.027,4,92,,3,100,0,35.71428571,8
69,Rye (straw removed),4,1,59.925,29.963,85.002,3,,,3,100,0,35.71428571,8
68,Oats,4,1,38.561,15.989,11.6,4,107,,3,100,0,62.5,8
67,Oats (straw removed),4,1,66.776,25.394,91.229,3,,,3,100,0,62.5,8
24,Barley (straw removed),4,1,58.009,23.256,55.657,3,,,3,100,0,41.666667,8
26,Asparagus-establishment year,5,1,9.2,3.1,6.8,2,62.45253854,66.91343415,3,100,0,,8
71,Canola,4,1,77.391,41.848,20.637,4,125,,3,100,2,40,8
25,Barley,4,1,40.502,17.507,13.326,4,111,,3,100,2,41.666667,8
23,Spring wheat,4,1,50.123,19.632,14.619,4,84.5,,3,100,2,33.333333,8
22,Spring wheat (straw removed),4,1,70.59,26.732,60.566,3,,,3,100,2,33.333333,8
16,Fall rye,2,2,56.8,17.2,74.8,2,0,0,2,100,2,,8
15,"Cereal (barley, oats, wheat, etc.)",2,2,44,16,40,2,0,0,2,100,2,,8
13,Red clover,2,2,58,18,60,2,0,0,2,100,2,,8
34,Cabbage-Chinese,5,1,3.5,1.8,5,2,107.0614946,151.6704507,3,100,2,,8
12,Hairy vetch,2,2,61,18,60,2,0,0,2,100,2,,8
11,Crimson clover,2,2,54.8,12.6,74.4,2,0,0,2,100,2,,8
10,Austrian winter pea,2,2,60,20,60,2,0,0,2,100,2,,8
6,Grass or mixed stand (2-3 cuts),1,2,38,13.74,45.6,3,,,2,100,2,,8
57,Pumpkin,5,1,4.82,1.68,6.22,2,98.13970342,98.13970342,3,100,2,,8
72,Alfalfa or legume dominant stand (4 cuts),1,2,32,9.2,25.2,1,0,,2,100,2,,8
9,Grass or mixed stand (7 cuts),1,2,64,18.32,48,3,,,2,100,2,,8
8,Grass or mixed stand (5-6 cuts),1,2,58,18.32,48,3,,,2,100,2,,8
36,Cauliflower,5,1,8.0736,2.77548,7.047936,2,115.9832859,165.0531376,3,100,2,,8
64,Tomatoes,5,1,3.06,1.3,6.16,2,62.45253854,160.592242,3,100,0,,8
46,Lettuce-leaf and eastern iceberg,5,1,4.69,1.715,6.4,2,98.13970342,178.4358244,3,100,2,,8
27,Asparagus-established plantings,5,1,9.2,3.1,6.8,2,98.13970342,107.0614946,3,100,0,,8
28,"Beans-green, wax",5,1,7.34,2.8,6.78,2,35.68716488,35.68716488,3,100,0,,8
4,Corn silage,1,2,25,9.16,24,3,,,1,100,1,,8
2,Alfalfa or legume dominant stand (2 cuts),1,2,64,18.32,50.4,1,0,,2,100,1,,8
73,Hops (establishment year),5,2,0,0,0,1,75,75,2,100,1,,8
74,"Hops (established planting, vines removed)",5,2,160,80,180,2,,,2,100,1,,8
62,Spinach-mineral,5,1,9.74,2.38,12.72,2,62.45253854,98.13970342,3,100,0,,8
60,Rhubarb-established plantings,5,1,2.24,0.92,8.64,2,151.6704507,178.4358244,3,100,0,,8
59,Rhubarb-establishment year,5,1,2.24,0.92,8.64,2,71.37432976,71.37432976,3,100,0,,8
58,Radish-muck,5,1,3.52,1.28,6.72,2,44.6089561,62.45253854,3,100,0,,8
56,Potatoes-late,5,1,7.34,2.58,10.92,2,160.592242,178.4358244,3,100,0,,8
55,Potatoes-midseason,5,1,7.34,2.58,10.92,2,142.7486595,160.592242,3,100,0,,8
54,Potatoes-early,5,1,7.34,2.58,10.92,2,120.4441815,120.4441815,3,100,0,,8
53,Pepper,5,1,3.26,1.3,3.86,2,62.45253854,124.9050771,3,100,0,,8
52,Peas,5,1,18.88,5.04,6.24,2,0,13.38268683,3,100,0,,8
49,Onions-dry,5,1,5,2.3,4.5,2,89.2179122,98.13970342,3,100,0,,8
48,Onions-green ,5,1,4,2.3,2.8,2,80.29612098,98.13970342,3,100,0,,8
45,Lettuce-head (western iceberg),5,1,4.6,1.8,6.4,2,98.13970342,156.1313464,3,100,0,,8
43,Garlic,5,1,20.48,7.86,12.96,2,98.13970342,98.13970342,3,100,0,,8
40,Cucumber,5,1,2.26,1.08,4.6,2,98.13970342,98.13970342,3,100,0,,8
39,Corn-sweetcorn,5,2,10.34754196,2.413333333,5.78,2,80.29612098,147.2095551,3,100,0,,8
37,Celery-field,5,1,3.815,1.895,11.14,2,62.45253854,62.45253854,3,100,0,,8
63,Squash-pumpkins,5,1,4.48,1.74,4.56,2,98.13970342,98.13970342,3,100,0,,8
65,"Squash-zucchini, other",5,1,3.84,1.46,5.28,2,98.13970342,98.13970342,3,100,0,,8
14,Annual ryegrass,2,2,35,13.7,45.8,2,0,0,2,100,0,,8
66,Other,6,1,0,0,0,2,0,0,3,10,0,,8
32,Brussels Sprouts,5,1,13.34,3.145315,10.452,2,107.0614946,115.9832859,3,100,0,,8
31,Broccoli,5,1,10,2.5,13.8,2,115.9832859,165.0531376,3,100,0,,8
30,Beets,5,1,11.64,3.56,8.76,2,49.06985171,98.13970342,3,100,0,,8
61,Rutabagas and turnip,5,1,3.06,1.3,6.16,2,31.22626927,40.14806049,3,100,0,,8
3,Alfalfa or legume dominant stand (3 cuts),1,2,64,18.32,50.4,1,0,,2,100,2,,8
7,Grass or mixed stand (4-5 cuts),1,2,48,16.03,45.6,3,,,2,100,1,,9
39,Corn-sweetcorn,5,2,10.34754196,2.413333333,5.78,2,80.29612098,147.2095551,3,100,0,,9
37,Celery-field,5,1,3.815,1.895,11.14,2,62.45253854,62.45253854,3,100,0,,9
63,Squash-pumpkins,5,1,4.48,1.74,4.56,2,98.13970342,98.13970342,3,100,0,,9
65,"Squash-zucchini, other",5,1,3.84,1.46,5.28,2,98.13970342,98.13970342,3,100,0,,9
14,Annual ryegrass,2,2,35,13.7,45.8,2,0,0,2,100,0,,9
66,Other,6,1,0,0,0,2,0,0,3,10,0,,9
32,Brussels Sprouts,5,1,13.34,3.145315,10.452,2,107.0614946,115.9832859,3,100,0,,9
31,Broccoli,5,1,10,2.5,13.8,2,115.9832859,165.0531376,3,100,0,,9
30,Beets,5,1,11.64,3.56,8.76,2,49.06985171,98.13970342,3,100,0,,9
61,Rutabagas and turnip,5,1,3.06,1.3,6.16,2,31.22626927,40.14806049,3,100,0,,9
71,Canola,4,1,77.391,41.848,20.637,4,125,,3,100,2,40,9
25,Barley,4,1,40.502,17.507,13.326,4,111,,3,100,2,41.666667,9
23,Spring wheat,4,1,50.123,19.632,14.619,4,84.5,,3,100,2,33.333333,9
22,Spring wheat (straw removed),4,1,70.59,26.732,60.566,3,,,3,100,2,33.333333,9
16,Fall rye,2,2,56.8,17.2,74.8,2,0,0,2,100,2,,9
15,"Cereal (barley, oats, wheat, etc.)",2,2,44,16,40,2,0,0,2,100,2,,9
13,Red clover,2,2,58,18,60,2,0,0,2,100,2,,9
34,Cabbage-Chinese,5,1,3.5,1.8,5,2,107.0614946,151.6704507,3,100,2,,9
12,Hairy vetch,2,2,61,18,60,2,0,0,2,100,2,,9
11,Crimson clover,2,2,54.8,12.6,74.4,2,0,0,2,100,2,,9
10,Austrian winter pea,2,2,60,20,60,2,0,0,2,100,2,,9
6,Grass or mixed stand (2-3 cuts),1,2,38,13.74,45.6,3,,,2,100,2,,9
57,Pumpkin,5,1,4.82,1.68,6.22,2,98.13970342,98.13970342,3,100,2,,9
72,Alfalfa or legume dominant stand (4 cuts),1,2,32,9.2,25.2,1,0,,2,100,2,,9
9,Grass or mixed stand (7 cuts),1,2,64,18.32,48,3,,,2,100,2,,9
8,Grass or mixed stand (5-6 cuts),1,2,58,18.32,48,3,,,2,100,2,,9
36,Cauliflower,5,1,8.0736,2.77548,7.047936,2,115.9832859,165.0531376,3,100,2,,9
40,Cucumber,5,1,2.26,1.08,4.6,2,98.13970342,98.13970342,3,100,0,,9
46,Lettuce-leaf and eastern iceberg,5,1,4.69,1.715,6.4,2,98.13970342,178.4358244,3,100,2,,9
43,Garlic,5,1,20.48,7.86,12.96,2,98.13970342,98.13970342,3,100,0,,9
48,Onions-green ,5,1,4,2.3,2.8,2,80.29612098,98.13970342,3,100,0,,9
4,Corn silage,1,2,25,9.16,24,3,,,1,100,1,,9
2,Alfalfa or legume dominant stand (2 cuts),1,2,64,18.32,50.4,1,0,,2,100,1,,9
73,Hops (establishment year),5,2,0,0,0,1,75,75,2,100,1,,9
74,"Hops (established planting, vines removed)",5,2,160,80,180,2,,,2,100,1,,9
5,Grass or mixed stand (1-2 cuts),1,2,32,13.74,45.6,3,,,2,100,0,,9
1,Alfalfa or legume dominant stand (1 cut),1,2,64,18.32,50.4,1,0,,2,100,0,,9
33,Cabbage-regular,5,1,4.2,1.7,5,2,107.0614946,151.6704507,3,100,0,,9
35,Carrot,5,1,3.62,1.8,7,2,62.45253854,98.13970342,3,100,0,,9
70,Rye,4,1,38.105,15.958,13.027,4,92,,3,100,0,35.71428571,9
69,Rye (straw removed),4,1,59.925,29.963,85.002,3,,,3,100,0,35.71428571,9
68,Oats,4,1,38.561,15.989,11.6,4,107,,3,100,0,62.5,9
67,Oats (straw removed),4,1,66.776,25.394,91.229,3,,,3,100,0,62.5,9
24,Barley (straw removed),4,1,58.009,23.256,55.657,3,,,3,100,0,41.666667,9
26,Asparagus-establishment year,5,1,9.2,3.1,6.8,2,62.45253854,66.91343415,3,100,0,,9
64,Tomatoes,5,1,3.06,1.3,6.16,2,62.45253854,160.592242,3,100,0,,9
27,Asparagus-established plantings,5,1,9.2,3.1,6.8,2,98.13970342,107.0614946,3,100,0,,9
28,"Beans-green, wax",5,1,7.34,2.8,6.78,2,35.68716488,35.68716488,3,100,0,,9
62,Spinach-mineral,5,1,9.74,2.38,12.72,2,62.45253854,98.13970342,3,100,0,,9
60,Rhubarb-established plantings,5,1,2.24,0.92,8.64,2,151.6704507,178.4358244,3,100,0,,9
59,Rhubarb-establishment year,5,1,2.24,0.92,8.64,2,71.37432976,71.37432976,3,100,0,,9
58,Radish-muck,5,1,3.52,1.28,6.72,2,44.6089561,62.45253854,3,100,0,,9
56,Potatoes-late,5,1,7.34,2.58,10.92,2,160.592242,178.4358244,3,100,0,,9
55,Potatoes-midseason,5,1,7.34,2.58,10.92,2,142.7486595,160.592242,3,100,0,,9
54,Potatoes-early,5,1,7.34,2.58,10.92,2,120.4441815,120.4441815,3,100,0,,9
53,Pepper,5,1,3.26,1.3,3.86,2,62.45253854,124.9050771,3,100,0,,9
52,Peas,5,1,18.88,5.04,6.24,2,0,13.38268683,3,100,0,,9
49,Onions-dry,5,1,5,2.3,4.5,2,89.2179122,98.13970342,3,100,0,,9
45,Lettuce-head (western iceberg),5,1,4.6,1.8,6.4,2,98.13970342,156.1313464,3,100,0,,9
3,Alfalfa or legume dominant stand (3 cuts),1,2,64,18.32,50.4,1,0,,2,100,2,,9
7,Grass or mixed stand (4-5 cuts),1,2,48,16.03,45.6,3,,,2,100,1,,10
60,Rhubarb-established plantings,5,1,2.24,0.92,8.64,2,151.6704507,178.4358244,3,100,0,,10
59,Rhubarb-establishment year,5,1,2.24,0.92,8.64,2,71.37432976,71.37432976,3,100,0,,10
58,Radish-muck,5,1,3.52,1.28,6.72,2,44.6089561,62.45253854,3,100,0,,10
56,Potatoes-late,5,1,7.34,2.58,10.92,2,160.592242,178.4358244,3,100,0,,10
55,Potatoes-midseason,5,1,7.34,2.58,10.92,2,142.7486595,160.592242,3,100,0,,10
54,Potatoes-early,5,1,7.34,2.58,10.92,2,120.4441815,120.4441815,3,100,0,,10
53,Pepper,5,1,3.26,1.3,3.86,2,62.45253854,124.9050771,3,100,0,,10
52,Peas,5,1,18.88,5.04,6.24,2,0,13.38268683,3,100,0,,10
49,Onions-dry,5,1,5,2.3,4.5,2,89.2179122,98.13970342,3,100,0,,10
45,Lettuce-head (western iceberg),5,1,4.6,1.8,6.4,2,98.13970342,156.1313464,3,100,0,,10
71,Canola,4,1,77.391,41.848,20.637,4,125,,3,100,2,40,10
25,Barley,4,1,40.502,17.507,13.326,4,111,,3,100,2,41.666667,10
23,Spring wheat,4,1,50.123,19.632,14.619,4,84.5,,3,100,2,33.333333,10
22,Spring wheat (straw removed),4,1,70.59,26.732,60.566,3,,,3,100,2,33.333333,10
34,Cabbage-Chinese,5,1,3.5,1.8,5,2,107.0614946,151.6704507,3,100,2,,10
6,Grass or mixed stand (2-3 cuts),1,2,38,13.74,45.6,3,,,2,100,2,,10
57,Pumpkin,5,1,4.82,1.68,6.22,2,98.13970342,98.13970342,3,100,2,,10
72,Alfalfa or legume dominant stand (4 cuts),1,2,32,9.2,25.2,1,0,,2,100,2,,10
9,Grass or mixed stand (7 cuts),1,2,64,18.32,48,3,,,2,100,2,,10
8,Grass or mixed stand (5-6 cuts),1,2,58,18.32,48,3,,,2,100,2,,10
36,Cauliflower,5,1,8.0736,2.77548,7.047936,2,115.9832859,165.0531376,3,100,2,,10
62,Spinach-mineral,5,1,9.74,2.38,12.72,2,62.45253854,98.13970342,3,100,0,,10
46,Lettuce-leaf and eastern iceberg,5,1,4.69,1.715,6.4,2,98.13970342,178.4358244,3,100,2,,10
28,"Beans-green, wax",5,1,7.34,2.8,6.78,2,35.68716488,35.68716488,3,100,0,,10
64,Tomatoes,5,1,3.06,1.3,6.16,2,62.45253854,160.592242,3,100,0,,10
4,Corn silage,1,2,25,9.16,24,3,,,1,100,1,,10
2,Alfalfa or legume dominant stand (2 cuts),1,2,64,18.32,50.4,1,0,,2,100,1,,10
73,Hops (establishment year),5,2,0,0,0,1,75,75,2,100,1,,10
74,"Hops (established planting, vines removed)",5,2,160,80,180,2,,,2,100,1,,10
12,Hairy vetch,2,2,61,18,60,1,0,0,2,100,2,,10
13,Red clover,2,2,58,18,60,1,0,0,2,100,2,,10
15,"Cereal (barley, oats, wheat, etc.)",2,2,44,16,40,3,0,0,2,100,2,,10
16,Fall rye,2,2,56.8,17.2,74.8,3,0,0,2,100,2,,10
11,Crimson clover,2,2,54.8,12.6,74.4,1,0,0,2,100,2,,10
39,Corn-sweetcorn,5,2,10.34754196,2.413333333,5.78,2,80.29612098,147.2095551,3,100,0,,10
37,Celery-field,5,1,3.815,1.895,11.14,2,62.45253854,62.45253854,3,100,0,,10
63,Squash-pumpkins,5,1,4.48,1.74,4.56,2,98.13970342,98.13970342,3,100,0,,10
65,"Squash-zucchini, other",5,1,3.84,1.46,5.28,2,98.13970342,98.13970342,3,100,0,,10
66,Other,6,1,0,0,0,2,0,0,3,10,0,,10
32,Brussels Sprouts,5,1,13.34,3.145315,10.452,2,107.0614946,115.9832859,3,100,0,,10
31,Broccoli,5,1,10,2.5,13.8,2,115.9832859,165.0531376,3,100,0,,10
30,Beets,5,1,11.64,3.56,8.76,2,49.06985171,98.13970342,3,100,0,,10
61,Rutabagas and turnip,5,1,3.06,1.3,6.16,2,31.22626927,40.14806049,3,100,0,,10
40,Cucumber,5,1,2.26,1.08,4.6,2,98.13970342,98.13970342,3,100,0,,10
43,Garlic,5,1,20.48,7.86,12.96,2,98.13970342,98.13970342,3,100,0,,10
48,Onions-green ,5,1,4,2.3,2.8,2,80.29612098,98.13970342,3,100,0,,10
5,Grass or mixed stand (1-2 cuts),1,2,32,13.74,45.6,3,,,2,100,0,,10
1,Alfalfa or legume dominant stand (1 cut),1,2,64,18.32,50.4,1,0,,2,100,0,,10
